OBJECTID_12,OBJECTID_1,OBJECTID,GIS_STREET,ON_STREET,FROM_STREE,TO_STREET,ST_CODE,SEG_ID,ONEWAY,CLASS,RESPONSIBL,L_HUNDRED,R_HUNDRED,BLOCKNUMBE,PRIMARYROA,Shape__Length
200,,20911,,E WILDEY ST,FRANKFORD AVE,SHACKAMAXON ST,83200,441624,FT,5,CITY,100,,322.01,Granite Block,149.531561593779
201,,20923,,NEW MARKET ST,LAUREL ST,GERMANTOWN AVE,59520,440253,B,5,CITY,1000,,138.02,Granite Block,259.334375388306
202,,20930,,N FRONT ST,ELLEN ST,GREEN ST,35200,441385,B,4,FAM,900,,79.05,Granite Block,365.589466340851
203,,20933,,CANAL ST,POPLAR ST,LAUREL ST,21140,441312,B,5,CITY,900,,31,Granite Block,1156.55166095334
204,,20935,,ELLEN ST,N PENN ST,N DELAWARE AVE,31240,441028,B,5,CITY,0,,308,Granite Block,303.911673839696
205,,20939,,N FRONT ST,ELLEN ST,GREEN ST,35200,440683,B,4,FAM,800,,79.04,Granite Block,232.22462069419
206,,20946,,NOBLE ST,N FRONT ST,N CHRIS COLUMBUS BLV,59940,441570,B,5,CITY,0,,139,Granite Block,462.115795619482
207,,20949,,N WATER ST,N FRONT ST,VINE ST,81680,441201,TF,5,CITY,400,,203,Granite Block,322.549074021818
208,,20951,,N FRONT ST,VINE ST,SPRING GARDEN ST,35200,440703,B,5,FAM,400,,78.03,Granite Block,583.151743258962
209,,20954,,N FRONT ST,VINE ST,SPRING GARDEN ST,35200,440704,B,5,FAM,400,,78.02,Granite Block,293.340800042597
210,,20959,,N WATER ST,N FRONT ST,VINE ST,81680,441406,FT,5,CITY,300,,202,Granite Block,538.981211814701
211,,20987,,NEW MARKET ST,LAUREL ST,GERMANTOWN AVE,59520,440264,B,5,CITY,1000,,138.01,Granite Block,134.397318963135
212,,21006,,N BODINE ST,N AMERICAN ST,W WI LDEY ST,18100,440255,FT,5,CITY,900,,17,Granite Block,440.496917620035
213,,21346,,NOBLE ST,N 10TH ST,N 11TH ST,59940,441434,B,5,CITY,1000,,140.01,Granite Block,210.356590541795
214,,21356,,NOBLE ST,N 10TH ST,N 11TH ST,59940,441435,B,5,CITY,1000,,140.02,Granite Block,237.708512891874
215,,21371,,HAMILTON ST,N 10TH ST,RIDGE AVE,40180,440346,B,5,CITY,1000,,92,Granite Block,425.085468567532
216,,21478,,QUARRY ST,N 02ND ST,N 03RD ST,66440,440920,B,5,CITY,200,,158.02,Granite Block,267.791511525862
217,,21480,,QUARRY ST,N FRONT ST,N 02ND ST,66440,441422,B,5,CITY,100,,157,Granite Block,379.925561999909
218,,21489,,QUARRY ST,N 02ND ST,N 03RD ST,66440,440912,FT,5,CITY,200,,158.01,Granite Block,278.821646672705
219,,21490,,BREAD ST,ARCH ST,RACE ST,18720,440922,B,5,CITY,100,,24.02,Granite Block,170.626979355839
220,,21496,,S PHILIP ST,DELANCEY ST,SPRUCE ST,64520,342304,B,5,CITY,300,,154,Granite Block,308.716682621497
221,,21497,,DOCK ST,S CHRIS COLUMBUS BLV,WALNUT ST,28780,441711,B,3,FAM,100,,65.03,Granite Block,486.725216216147
222,,21498,,DOCK ST,S CHRIS COLUMBUS BLV,WALNUT ST,28780,441712,FT,3,CITY,200,,65.05,Granite Block,184.266407005464
223,,21502,,DOCK ST,S CHRIS COLUMBUS BLV,WALNUT ST,28780,441526,FT,3,CITY,200,,65.04,Granite Block,155.944442583788
224,,21504,,S AMERICAN ST,SPRUCE ST,DELANCEY ST,12460,342303,B,5,CITY,300,,8,Granite Block,309.661414655175
225,,21506,,BREAD ST,ARCH ST,RACE ST,18720,440924,B,5,CITY,100,,24.01,Granite Block,313.6523190321
226,,21510,,CHURCH ST,N 02ND ST,N 03RD ST,23140,440421,B,4,CITY,200,,47.01,Granite Block,373.273112524859
227,,21511,,N AMERICAN ST,CHURCH ST,CUTHBERT ST,12440,440420,B,5,CITY,0,,7.01,Granite Block,184.97708504441
228,,21512,,FILBERT ST,N 02ND ST,N 03RD ST,34000,440409,B,5,CITY,200,,76.03,Granite Block,173.963079799412
229,,21513,,FILBERT ST,N 02ND ST,N 03RD ST,34000,440404,B,5,CITY,200,,76.01,Blue Glazed Brick,287.95558235092
230,,21514,,N AMERICAN ST,CHURCH ST,CUTHBERT ST,12440,441187,B,5,CITY,0,,7.02,Granite Block,94.7511759601266
231,,21535,,SANSOM ST,S 07TH ST,S 08TH ST,70940,440497,FT,4,CITY,700,,176,Red Brick,451.398875646445
232,,21537,,S INDEPENDENCE ML E,CHESTNUT ST,WALNUT ST,44829,441176,TF,3,STATE,100,,216,Granite Block,561.071456333324
233,,21599,,BONAPARTE CT,S 09TH ST,S HUTCHINSON ST,18185,441078,B,5,CITY,900,,20,Granite Block,228.857525476038
234,,21600,,S HUTCHINSON ST,LOCUST ST,SPRUCE ST,44200,440648,B,5,CITY,200,,101.01,Granite Block,121.962017608592
235,,21603,,S HUTCHINSON ST,LOCUST ST,SPRUCE ST,44200,440592,B,5,CITY,200,,101.04,Granite Block,135.191594366584
236,,21610,,QUINCE ST,WALNUT ST,SPRUCE ST,66560,440630,FT,5,CITY,200,,159.02,Granite Block,160.74304164577
237,,21622,,CHANCELLOR ST,S 12TH ST,S 13TH ST,22300,440517,B,5,CITY,1200,,39.02,Granite Block,224.908758011654
238,,21633,,ST JAMES ST,S 12TH ST,S 13TH ST,74100,440531,B,5,CITY,1200,,173.02,Granite Block,223.220407048126
239,,21636,,ST JAMES ST,S 12TH ST,S 13TH ST,74100,440525,B,5,CITY,1200,,173.01,Granite Block,222.921481152821
240,,21639,,S CAMAC ST,WALNUT ST,LOCUST ST,21000,440511,B,5,CITY,200,,30.03,Wood Block,145.072229187965
241,,21640,,S CAMAC ST,WALNUT ST,LOCUST ST,21000,440524,B,5,CITY,200,,30.02,Wood Block,131.163285768002
242,,21641,,CHANCELLOR ST,S 12TH ST,S 13TH ST,22300,440512,B,5,CITY,1200,,39.01,Granite Block,222.535709725898
243,,21695,,TRENTON AVE,E NORRIS ST,FRANKFORD AVE,77800,542488,B,4,CITY,2000,,197.04,Granite Block,135.003012391877
244,,21696,,TRENTON AVE,E NORRIS ST,FRANKFORD AVE,77800,542551,B,4,CITY,2000,,197.03,Granite Block,207.690476882436
245,,22034,,WALLACE ST,N 04TH ST,N 05TH ST,81040,441393,B,5,CITY,400,,200,Granite Block,549.367476168315
246,,22099,,SPRING ST,N CLARION ST,N JUNIPER ST,73740,440876,B,5,CITY,1300,,320,Granite Block,138.99440604192
247,,22126,,BREAD ST,ARCH ST,RACE ST,18720,440936,FT,5,CITY,100,,24.03,Granite Block,191.220517873129
248,,22141,,N HUTCHINSON ST,CUTHBERT ST,ARCH ST,44180,441750,B,5,CITY,0,,100,Granite Block,191.438228788064
249,,22144,,CUTHBERT ST,N 09TH ST,N 10TH ST,26520,441453,B,5,CITY,900,,55.01,Granite Block,196.099915741187
250,,22193,,ELBOW LA,BANK ST,S 03RD ST,30960,441700,B,5,CITY,200,,68.01,Granite Block,138.409175618959
251,,22194,,ELBOW LA,BANK ST,S 03RD ST,30960,441699,B,5,CITY,200,,68.02,Granite Block,86.9706422765912
252,,22201,,IONIC ST,S FRONT ST,S 02ND ST,45000,440528,B,5,CITY,100,,84,Granite Block,459.361553933744
253,,22202,,CHESTNUT ST,S FRONT ST,S 02ND ST,22820,440506,TF,2,STATE,100,,45.01,Granite Block,227.557799534601
254,,22203,,CHESTNUT ST,S FRONT ST,S 02ND ST,22820,440510,TF,2,STATE,100,,45.02,Granite Block,231.258752123543
255,,22211,,THOMAS PAINE PL,DOCK ST,S 03RD ST,77135,441527,TF,5,CITY,200,,38,Granite Block,402.784014462423
256,,22236,,S CAMAC ST,WALNUT ST,LOCUST ST,21000,440540,B,5,CITY,200,,30.01,Wood Block,144.706796603582
257,,22258,,S WARNOCK ST,IRVING ST,SPRUCE ST,81460,440641,B,5,CITY,200,,201,Red Brick,230.571327744513
258,,22264,,MANNING ST,S HUTCHINSON ST,S 10TH ST,53180,440628,B,5,CITY,900,,120,Granite Block,225.912637493258
259,,22265,,S HUTCHINSON ST,LOCUST ST,SPRUCE ST,44200,441076,B,5,CITY,200,,101.02,Granite Block,64.7986024247896
260,,22266,,S HUTCHINSON ST,LOCUST ST,SPRUCE ST,44200,440615,B,5,CITY,200,,101.03,Granite Block,128.776900392713
261,,22298,,S RANDOLPH ST,ST JAMES CT,DEAD END SOUTH,67380,440617,B,5,CITY,200,,160,Granite Block,173.60742032023
262,,22314,,MATTIS ST,DOCK ST,SPRUCE ST,88555,441466,FT,5,FAM,200,,125,Granite Block,351.754645423458
263,,22317,,S 02ND ST,SPRUCE ST,PINE ST,87840,441506,FT,3,FAM,300,,213.02,Granite Block,309.341924731188
264,,22320,,SPRUCE ST,S CHRIS COLUMBUS BLV,MATTIS ST,73960,441768,TF,3,FAM,0,,186.02,Granite Block,319.657234356833
265,,22321,,SPRUCE ST,S CHRIS COLUMBUS BLV,MATTIS ST,73960,441418,B,3,FAM,100,,186.01,Granite Block,191.394756313878
266,,22323,,DOCK ST,S CHRIS COLUMBUS BLV,WALNUT ST,28780,441079,B,3,FAM,0,,65.01,Granite Block,298.345881364494
267,,22330,,BLACK HORSE ALY,S FRONT ST,S 02ND ST,17760,440463,B,5,CITY,100,,15.01,Granite Block,226.64178861844
268,,22331,,BLACK HORSE ALY,S FRONT ST,S 02ND ST,17760,440470,B,5,CITY,100,,15.02,Granite Block,229.976693430798
269,,22339,,CHURCH ST,N FRONT ST,N 02ND ST,23140,440428,TF,4,CITY,100,,46,Granite Block,462.72832667541
270,,22340,,CUTHBERT ST,N FRONT ST,N 02ND ST,26520,440400,B,5,CITY,100,,54.02,Granite Block,202.072393091337
271,,22341,,CUTHBERT ST,N FRONT ST,N 02ND ST,26520,441576,TF,5,CITY,100,,54.01,Granite Block,268.345651132425
272,,22342,,MASCHER ST,CUTHBERT ST,ARCH ST,54200,440399,B,5,CITY,0,,124,Blue Glazed Brick,234.023851227795
273,,22351,,N FRONT ST,VINE ST,SPRING GARDEN ST,35200,441092,FT,5,FAM,300,,78.01,Granite Block,593.714620931941
274,,22358,,NEW ST,N 03RD ST,N 04TH ST,59450,440919,B,5,CITY,300,,136,Granite Block,447.385063080199
275,,22361,,WOOD ST,N 02ND ST,N 05TH ST,84320,440891,TF,5,CITY,200,,210.07,Granite Block,251.753063381647
276,,22377,,N FRONT ST,VINE ST,SPRING GARDEN ST,35200,440700,B,5,FAM,500,,78.04,Granite Block,387.00553722897
277,,22379,,N FRONT ST,ELLEN ST,GREEN ST,35200,440697,B,4,FAM,600,,79.01,Granite Block,323.18449362155
278,,22405,,N ORIANNA ST,CHERRY ST,RACE ST,61580,440921,B,5,CITY,100,,142,Granite Block,329.302076620632
279,,22430,,N HUTCHINSON ST,CHERRY ST,RACE ST,44180,441748,TF,5,CITY,100,,312,Granite Block,331.195232380673
280,,22448,,S BODINE ST,MARKET ST,ELBOW LA,18120,441701,B,12,PRIVATE,0,,18,Blue Glazed Brick,315.575725638375
281,,22457,,FILBERT ST,N 02ND ST,N 03RD ST,34000,440405,B,5,CITY,200,,76.02,Granite Block,88.5584972910107
282,,25810,,HEDGE ST,BRIDGE ST,BRILL ST,41540,761314,TF,5,CITY,5300,,95,Red Brick,385.841507726419
283,,26605,,GERMANTOWN AVE,W ERIE AVE,W HUNTING PARK AVE,36660,620358,B,3,STATE,3800,,86.03,Granite Block,215.713567096873
284,,26606,,GERMANTOWN AVE,W ERIE AVE,W HUNTING PARK AVE,36660,620363,B,3,STATE,3900,,86.04,Granite Block,217.492052075054
285,,26607,,GERMANTOWN AVE,W ERIE AVE,W HUNTING PARK AVE,36660,620364,B,3,STATE,3900,,86.05,Granite Block,37.9467358991394
286,,26666,,WRIGHT ST,UMBRIA ST,SMICK ST,84760,600493,B,5,CITY,100,,211,Granite Block,329.206228650007
287,,26667,,SMICK ST,HERMITAGE ST,FOUNTAIN ST,73120,600031,B,5,CITY,4700,,184.02,Granite Block,106.182071414401
288,,26668,,SMICK ST,HERMITAGE ST,FOUNTAIN ST,73120,600032,B,5,CITY,0,,184.01,Granite Block,146.381064858296
289,,26670,,SMICK ST,HERMITAGE ST,FOUNTAIN ST,73120,600030,B,5,CITY,4700,,184.03,Granite Block,490.100179830464
290,,26727,,CRESSON ST,LEVERING ST,GREEN LA,25840,600316,B,4,CITY,4400,,52.08,Granite Block,361.306578714805
291,,26728,,CARSON ST,CRESSON ST,BAKER ST,21640,600359,B,5,CITY,100,,36,Granite Block,119.104583874534
292,,26730,,CRESSON ST,LEVERING ST,GREEN LA,25840,600318,B,4,CITY,4400,,52.06,Granite Block,85.8358182091846
293,,26732,,CRESSON ST,LEVERING ST,GREEN LA,25840,600317,B,4,CITY,4400,,52.07,Granite Block,104.300918356943
294,,26738,,STATION ST,LEVERING ST,GAY ST,74500,600603,B,5,CITY,4400,,191,Red Brick,177.3001770065
295,,26739,,CRESSON ST,LEVERING ST,GREEN LA,25840,600319,B,4,CITY,4400,,52.05,Granite Block,95.8699525533555
296,,26740,,CRESSON ST,LEVERING ST,GREEN LA,25840,600506,B,4,CITY,4300,,52.04,Granite Block,82.6912936401451
297,,26767,,GATES ST,UMBRIA ST,DEAD END WEST,36380,600297,B,5,CITY,100,,82,Red Brick,132.277012757848
298,,26827,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,621251,B,3,STATE,4600,,87.04,Granite Block,467.913301619686
299,,26829,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620689,B,3,STATE,4500,,87.02,Granite Block,381.924784811772
300,,26831,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620688,B,3,STATE,4600,,87.03,Granite Block,226.594678970903
301,,26834,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620687,B,3,STATE,4700,,87.05,Granite Block,224.216606912828
302,,26843,,W SYLVANIA ST,GREENE ST,WAYNE AVE,75980,620741,B,5,CITY,100,,193,Yellow Brick,801.859757063172
303,,26845,,W ABBOTTSFORD AVE,GREENE ST,WAYNE AVE,11080,620740,B,4,CITY,100,,1,Red Brick,869.267324372071
304,,26876,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620686,B,3,STATE,4800,,87.06,Granite Block,223.809306469048
305,,26961,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620690,B,3,STATE,4400,,87.01,Granite Block,434.447213960887
306,,27181,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620682,B,3,STATE,5000,,87.13,Granite Block,186.095731995143
307,,27182,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,720546,B,3,STATE,5100,,87.14,Granite Block,219.394873803617
308,,27183,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,720550,B,3,STATE,5100,,87.16,Granite Block,58.4693107442663
309,,27184,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,720549,B,3,STATE,5100,,87.15,Granite Block,124.933715392174
310,,27187,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620684,B,3,STATE,5000,,87.11,Granite Block,138.489184167442
311,,27188,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620685,B,3,STATE,4900,,87.1,Granite Block,171.912455378589
312,,27189,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620683,B,3,STATE,5000,,87.12,Granite Block,281.412494713927
313,,27259,,LAURENS ST,HANSBERRY ST,W QUEEN LA,49400,620940,B,5,CITY,5200,,107.01,Yellow Brick,264.841791331084
314,,27262,,LAURENS ST,HANSBERRY ST,W QUEEN LA,49400,620938,B,5,CITY,5200,,107.02,Yellow Brick,263.657068808763
315,,27263,,LAURENS ST,W QUEEN LA,W COULTER ST,49400,620936,B,5,CITY,5300,,108,Yellow Brick,181.340776918247
316,,27270,,MC KEAN AVE,HANSBERRY ST,W QUEEN LA,54780,620933,B,5,CITY,5200,,126.02,Red Brick,259.471025202042
317,,27271,,W BRINGHURST ST,MC KEAN AVE,LAURENS ST,19020,620937,B,5,CITY,400,,26,Red Brick,462.590562713854
318,,27274,,MC KEAN AVE,HANSBERRY ST,W QUEEN LA,54780,620934,B,5,CITY,5200,,126.01,Red Brick,261.866553418478
319,,27277,,ZERALDA ST,PULASKI AVE,APSLEY ST,86320,620812,TF,5,CITY,300,,212,Red Brick,446.538360139305
320,,27356,,W STAFFORD ST,MORRIS ST,WISSAHICKON AVE,74260,620904,FT,5,CITY,400,,187,Red Brick,878.167405501179
321,,27369,,WINONA ST,PULASKI AVE,MORRIS ST,83860,620942,B,5,CITY,300,,207,Yellow Brick,356.798506795987
322,,27620,,SHELDON ST,HERMITAGE ST,FOUNTAIN ST,72470,600095,FT,5,CITY,4700,,318,Red Brick,701.94176194107
323,,27678,,MAIDEN ST,MANSION ST,SILVERWOOD ST,52980,600599,B,5,CITY,100,,118,Red Brick,281.841414316602
324,,27679,,MANSION ST,LEVERING ST,GAY ST,53240,600602,B,5,CITY,4400,,121.01,Red Brick,119.259858176254
325,,27680,,MANSION ST,LEVERING ST,GAY ST,53240,600600,B,5,CITY,4400,,121.02,Red Brick,119.787273903271
326,,27682,,CRESSON ST,ROXBOROUGH AVE,LEVERING ST,25840,600507,B,4,CITY,4300,,52.03,Granite Block,122.389905016657
327,,27688,,CRESSON ST,ROXBOROUGH AVE,LEVERING ST,25840,600504,B,4,CITY,4300,,52.01,Granite Block,244.539022877323
328,,27690,,CRESSON ST,ROXBOROUGH AVE,LEVERING ST,25840,600553,B,4,CITY,4300,,52.02,Granite Block,261.760083268329
329,,27692,,STATION ST,ROXBOROUGH AVE,COTTON ST,74500,600315,TF,5,CITY,4300,,190,Granite Block,251.199120262764
330,,27697,,RECTOR ST,MAIN ST,STATION ST,67620,600571,TF,5,CITY,100,,162,Granite Block,156.778991075418
331,,27698,,STATION ST,PENSDALE ST,RECTOR ST,74500,600382,FT,5,CITY,4200,,189,Granite Block,436.852430853433
332,,27732,,LOFTY ST,BOONE ST,TERRACE ST,51420,600334,TF,5,CITY,200,,116,Red Brick (Molded),165.244319798473
333,,27818,,GERMANTOWN AVE,E BRINGHURST ST,CHURCH LN,36660,720544,B,3,STATE,5200,,88.01,Granite Block,269.04783796838
334,,27819,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,720545,B,3,STATE,5100,,87.17,Granite Block,380.258545664981
335,,27820,,GERMANTOWN AVE,E BRINGHURST ST,CHURCH LN,36660,720044,B,3,STATE,5300,,88.02,Granite Block,234.530221993884
336,,27849,,SKIDOO ST,STANTON ST,CALUMET ST,73035,621506,TF,5,CITY,3400,,183,Granite Block,219.858335236523
337,,27851,,W COULTER ST,WARDEN DR,VAUX ST,25340,621123,B,4,CITY,3400,,50,Red Brick,1046.88158282777
338,,27882,,DUPONT ST,FLEMING ST,PECHIN ST,29580,600158,B,5,CITY,300,,66,Orange Brick,469.55272845459
339,,27883,,PECHIN ST,GREEN LA,LEVERINGTON AVE,63620,600543,TF,4,CITY,4500,,152,Red Brick (Molded),273.455431135646
340,,27911,,MANAYUNK AVE,FOUNTAIN ST,GATES ST,53120,600073,B,5,CITY,4700,,119.02,Red Brick (Molded),331.58498084573
341,,27920,,SILVERWOOD ST,FOUNTAIN ST,DELMAR ST,72880,600086,B,5,CITY,4800,,182,Red Brick (Molded),444.522346935456
342,,27972,,GATES ST,SILVERWOOD ST,PECHIN ST,36380,600077,B,5,CITY,300,,83,Yellow Brick,504.486900635917
343,,28009,,SMICK ST,FOUNTAIN ST,DEAD END NORTH,73120,600586,B,5,CITY,4800,,185,Red Brick,626.311133242964
344,,28110,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,620691,B,3,STATE,4800,,87.07,Granite Block,262.883006045913
345,,28112,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,621301,B,3,STATE,4900,,87.09,Granite Block,361.499793747388
346,,28122,,GERMANTOWN AVE,E BRINGHURST ST,CHURCH LN,36660,720548,B,3,STATE,5300,,88.03,Granite Block,42.0037893445357
347,,28123,,GERMANTOWN AVE,E BRINGHURST ST,CHURCH LN,36660,720529,B,3,STATE,5300,,88.04,Granite Block,450.181737682866
348,,28148,,GERMANTOWN AVE,W ERIE AVE,W HUNTING PARK AVE,36660,620354,B,3,STATE,3900,,86.06,Granite Block,477.468024861523
349,,28150,,GERMANTOWN AVE,W ERIE AVE,W HUNTING PARK AVE,36660,620349,B,3,STATE,4000,,86.07,Granite Block,576.901344403299
350,,28203,,GERMANTOWN AVE,WINDRIM AVE,E BRINGHURST ST,36660,621780,B,3,STATE,4900,,87.08,Granite Block,51.4449261376029
351,,29231,,ALLENGROVE ST,HORROCKS ST,OAKLAND ST,12120,760032,FT,5,CITY,1200,,5,Red Brick,503.688956608491
352,,30019,,OLD YORK RD,WINDRIM AVE,W DUNCANNON AVE,61300,740072,B,4,CITY,5100,,141.02,Granite Block,354.911085103584
353,,30027,,N MARVINE ST,WAGNER AVE,W SOMERVILLE AVE,54140,741186,TF,5,CITY,5300,,123,Red Brick,393.792407532532
354,,30037,,OLD YORK RD,WINDRIM AVE,W DUNCANNON AVE,61300,741213,B,4,CITY,5000,,141.01,Granite Block,122.5306869164
355,,30038,,OLD YORK RD,WINDRIM AVE,W DUNCANNON AVE,61300,741209,B,4,CITY,5100,,141.03,Granite Block,330.630149431372
356,,30049,,N CAMAC ST,W FISHER AVE,W SOMERVILLE AVE,20980,741245,FT,5,CITY,5300,,28,Red Brick,558.04089374961
357,,30797,,S 40TH ST,MARKET ST,SPRUCE ST,88590,420960,FT,4,FAM,100,,219.04,Granite Block,279.951397856464
358,,30799,,S 40TH ST,MARKET ST,SPRUCE ST,88590,420992,FT,4,FAM,200,,219.03,Granite Block,421.474782463126
359,,30829,,S 40TH ST,MARKET ST,SPRUCE ST,88590,420884,FT,4,FAM,0,,219.07,Granite Block,285.126510334615
360,,32885,,S 40TH ST,MARKET ST,SPRUCE ST,88590,420916,FT,4,FAM,0,,219.06,Granite Block,275.425046669982
361,,32886,,S 40TH ST,MARKET ST,SPRUCE ST,88590,420942,FT,4,FAM,100,,219.05,Granite Block,279.978205108244
362,,33233,,GERMANTOWN AVE,W ERIE AVE,W HUNTING PARK AVE,36660,620359,B,3,STATE,3800,,86.02,Granite Block,415.534187908947
363,,33237,,GERMANTOWN AVE,W ERIE AVE,W HUNTING PARK AVE,36660,641238,B,3,STATE,3700,,86.01,Granite Block,368.853266310011
364,,33297,,E ERIE AVE,D ST,KENSINGTON AVE,31980,641460,B,3,STATE,500,,70.01,Red Brick,1652.43637009627
365,,33327,,SAINT MARKS ST,BALTIMORE AVE,CITY BOUNDARY,74160,322871,B,5,CITY,500,,316,Granite Block,208.705429253904
366,,33715,,N 05TH ST,VINE ST,CALLOWHILL ST,87890,441917,FT,3,DRPA,0,,215.01,Granite Block (White),228.521102551853
367,,33722,,N 05TH ST,VINE ST,CALLOWHILL ST,87890,441918,TF,3,DRPA,0,,215.02,Granite Block (White),355.001110099614
368,,33724,,WOOD ST,N 02ND ST,N 05TH ST,84320,440887,TF,5,CITY,400,,210.01,Granite Block,164.003993666092
369,,33729,,N MARGINAL RD,N 04TH ST,N 05TH ST,53470,440354,TF,5,DRPA,400,,122.02,Granite Block,227.572360831877
370,,33730,,N MARGINAL RD,N 04TH ST,N 05TH ST,53470,441499,TF,5,DRPA,400,,122.01,Granite Block,176.99905481732
371,,33744,,LEHMAN LA,W PRICE ST,WISSAHICKON AVE,50020,621732,B,5,PRIVATE,0,,110,Orange Brick,727.13638095156
372,,33778,,STAMPERS ST,S 02ND ST,S 03RD ST,74300,342195,B,5,CITY,200,,188.001,Granite Block,309.227766182871
373,,33779,,STAMPERS ST,S 02ND ST,S 03RD ST,74300,342402,B,5,CITY,200,,188.002,Granite Block,203.310777072469
374,,33813,,ST JAMES ST,05TH ST,06TH ST,74100,440578,TF,5,CITY,500,,172.01,Granite Block,217.540633537364
375,,33814,,ST JAMES ST,05TH ST,06TH ST,74100,440582,TF,5,CITY,500,,172.022,Granite Block,161.645927564219
376,,33815,,ST JAMES ST,05TH ST,06TH ST,74100,441927,TF,5,CITY,500,,172.021,Granite Block,70.7688591685805
377,,33848,,ADDISON ST,S 05TH ST,S 06TH ST,11320,342409,B,5,CITY,500,,2.01,Granite Block,278.702391966213
378,,33849,,ADDISON ST,S 05TH ST,S 06TH ST,11325,342408,B,5,CITY,500,,2.02,Granite Block,182.4384248245
379,,33850,,FLORIST ST,N 04TH ST,N 05TH ST,34540,441934,B,12,DRPA,400,,77,Granite Block,405.064024802686
380,,33858,,ADDISON ST,S VAN PELT ST,S 22ND ST,11320,323419,B,12,PRIVATE,2100,,4,Granite Block,225.613193503219
381,,33882,,WOOD ST,N 02ND ST,N 05TH ST,84320,440901,TF,5,CITY,400,,210.02,Granite Block,186.028701877711
382,,33937,,N BODINE ST,VINE ST,CALLOWHILL ST,18100,441946,B,12,PRIVATE,300,,16,Granite Block,192.064058526615
383,,33939,,WOOD ST,N 02ND ST,N 05TH ST,84320,441950,TF,5,CITY,200,,210.06,Granite Block,177.732568530858
384,,33941,,WOOD ST,N 02ND ST,N 05TH ST,84320,441949,TF,5,CITY,200,,210.05,Granite Block,124.443100218564
385,,34001,,DELANCEY ST,S 03RD ST,S 04TH ST,27980,342426,FT,5,CITY,300,,63.02,Granite Block,185.574078396557
386,,34002,,DELANCEY ST,S 03RD ST,S 04TH ST,27980,342427,FT,5,CITY,300,,63.01,Granite Block,255.83495562082
387,,34050,,S CAMAC ST,LUDLOW ST,CLOVER ST,21000,441970,B,5,CITY,0,,29,Granite Block,120.046728583109
388,,34287,,CANTON ST,LEVERINGTON AVE,WRIGHT ST,21180,600523,B,5,CITY,4600,,32,Granite Block,867.308617994563
389,,34310,,N JESSUP ST,W STILES ST,W THOMPSON ST,46120,442008,B,5,CITY,1200,,313,Granite Block,303.672155651419
390,,34752,,S LEITHGOW ST,LOCUST ST,DEAD END NORTH,50120,441650,B,5,CITY,0,,112,Red Brick,135.772853800952
391,,34919,,CHANG ST,POPLAR ST,CITY BOUNDARY,22340,420156,B,5,CITY,900,,305,Red Brick,124.633216994459
392,,35024,,S WATER ST,CHRISTIAN ST,WASHINGTON AVE,81700,342492,B,5,CITY,900,,204,Granite Block,663.669522260976
393,,35167,,S 40TH ST,MARKET ST,SPRUCE ST,88590,423220,FT,4,FAM,200,,219.02,Granite Block,221.73137186816
394,,35168,,S 40TH ST,MARKET ST,SPRUCE ST,88590,423221,FT,4,FAM,200,,219.01,Granite Block,230.089814691343
395,,35249,,S 49TH ST,GRAYS AVE,BOTANIC AVE,88770,323480,B,5,CITY,1600,,221.02,Granite Block,289.973956994738
396,,35304,,S BONSALL ST,IONIC ST,WALNUT ST,18280,423238,B,5,CITY,100,,21,Blue Glazed Brick,212.857428168179
397,,35706,,HERMITAGE ST,UMBRIA ST,SMICK ST,42180,600033,B,5,CITY,100,,96,Granite Block,329.923001180114
398,,35856,,PANAMA ST,S 18TH ST,S 19TH ST,62880,320711,B,5,CITY,1800,,148,Granite Block,449.237822158847
399,,35916,,E WENSLEY ST,RICHMOND ST,CITY BOUNDARY,82340,543708,B,5,CITY,2800,,321,Granite Block,246.967202214542
400,,35962,,S REESE ST,LOMBARD ST,SOUTH ST,67840,340312,B,5,CITY,500,,165.01,Granite Block,116.566666339203
401,,35963,,S REESE ST,LOMBARD ST,SOUTH ST,67840,342146,B,5,CITY,500,,165.02,Granite Block,253.888992474402
