Number	Name	Status	Country	Checkpoint	Latitude	Longitude	Distance	Time	Speed	Arrival.Dogs	Elapsed.Time	Departure.Dogs	Departure	Arrival
70	Robert Redington	Rookie	United States	Galena	64.7322	-156.9352	50	5.83	8.57	15	24.1	13	2017-03-10 13:55:00	2017-03-09 13:49:00
11	Ketil Reitan	Veteran	United States	Galena	64.7322	-156.9352	50	5.32	9.4	13	26.07	13	2017-03-10 16:09:00	2017-03-09 14:05:00
5	Cody Strathe	Veteran	United States	Galena	64.7322	-156.9352	50	5.83	8.57	14	26.27	14	2017-03-10 16:28:00	2017-03-09 14:12:00
65	John Baker	Veteran	United States	Galena	64.7322	-156.9352	50	6.38	7.83	15	0.27	15	2017-03-09 14:45:00	2017-03-09 14:29:00
13	Sebastien Vergnaud	Rookie	France	Galena	64.7322	-156.9352	50	5.83	8.57	11	26	11	2017-03-10 16:36:00	2017-03-09 14:36:00
32	Hans Gatt	Veteran	Canada	Galena	64.7322	-156.9352	50	5.75	8.7	14	4.52	14	2017-03-09 19:22:00	2017-03-09 14:51:00
33	Mats Pettersson	Veteran	Sweden	Galena	64.7322	-156.9352	50	6.27	7.98	14	25.33	14	2017-03-10 16:20:00	2017-03-09 15:00:00
69	Scott Smith	Veteran	United States	Galena	64.7322	-156.9352	50	5.72	8.75	14	24.13	13	2017-03-10 15:16:00	2017-03-09 15:08:00
2	Ryan Redington	Veteran	United States	Galena	64.7322	-156.9352	50	5.77	8.67	12	26.4	12	2017-03-10 17:35:00	2017-03-09 15:11:00
63	Noah Burmeister	Veteran	United States	Galena	64.7322	-156.9352	50	6.03	8.29	15	2.83	13	2017-03-09 18:07:00	2017-03-09 15:17:00
57	Paul Gebhardt	Veteran	United States	Galena	64.7322	-156.9352	50	6.07	8.24	12	24.53	12	2017-03-10 15:53:00	2017-03-09 15:21:00
45	Lars Monsen	Veteran	Norway	Galena	64.7322	-156.9352	50	6.27	7.98	13	24.93	13	2017-03-10 17:45:00	2017-03-09 16:49:00
52	Katherine Keith	Veteran	United States	Galena	64.7322	-156.9352	50	6.22	8.04	14	0.25	13	2017-03-09 17:05:00	2017-03-09 16:50:00
28	Jodi Bailey	Veteran	United States	Galena	64.7322	-156.9352	50	6.15	8.13	16	25.5	15	2017-03-10 18:40:00	2017-03-09 17:10:00
6	Linwood Fiedler	Veteran	United States	Galena	64.7322	-156.9352	50	5.7	8.77	14	26.23	11	2017-03-10 19:33:00	2017-03-09 17:19:00
62	Nathan Schroeder	Veteran	United States	Galena	64.7322	-156.9352	50	6.05	8.26	16	24.37	14	2017-03-10 19:11:00	2017-03-09 18:49:00
56	Melissa Stewart	Veteran	United States	Galena	64.7322	-156.9352	50	5.67	8.82	15	24.57	15	2017-03-10 21:39:00	2017-03-09 21:05:00
73	Kristy Berington	Veteran	United States	Galena	64.7322	-156.9352	50	6.53	7.65	15	24.18	14	2017-03-10 22:31:00	2017-03-09 22:20:00
66	Anna Berington	Veteran	United States	Galena	64.7322	-156.9352	50	6.52	7.67	12	24.23	12	2017-03-10 22:34:00	2017-03-09 22:20:00
36	Allen Moore	Veteran	United States	Galena	64.7322	-156.9352	50	6.07	8.24	16	25.23	16	2017-03-10 23:55:00	2017-03-09 22:41:00
51	Seth Barnes	Veteran	United States	Galena	64.7322	-156.9352	50	6.53	7.65	15	24.73	14	NA	2017-03-09 23:35:00
20	Karin Hendrickson	Veteran	United States	Galena	64.7322	-156.9352	50	6.48	7.71	12	25.92	12	2017-03-11 01:45:00	2017-03-09 23:50:00
26	Nicolas Vanier	Rookie	France	Galena	64.7322	-156.9352	50	5.72	8.75	15	4.13	15	2017-03-10 04:58:00	NA
29	Wade Marrs	Veteran	United States	Galena	64.7322	-156.9352	50	5.63	8.88	15	3.58	14	2017-03-10 05:21:00	2017-03-10 01:46:00
46	Charley Bejna	Veteran	United States	Galena	64.7322	-156.9352	50	6.62	7.56	15	25.38	14	2017-03-11 03:18:00	2017-03-10 01:55:00
7	Laura Neese	Rookie	United States	Galena	64.7322	-156.9352	50	6.45	7.75	14	26.2	14	2017-03-11 04:10:00	2017-03-10 01:58:00
40	Thomas Rosenbloom	Rookie	United States	Galena	64.7322	-156.9352	50	6.92	7.23	15	25.1	14	2017-03-11 04:17:00	2017-03-10 03:11:00
18	Dallas Seavey	Veteran	United States	Galena	64.7322	-156.9352	50	5.93	8.43	14	0.15	14	2017-03-10 03:21:00	2017-03-10 03:12:00
22	DeeDee Jonrowe	Veteran	United States	Galena	64.7322	-156.9352	50	6.4	7.81	15	26.83	15	2017-03-11 06:15:00	2017-03-10 03:25:00
19	Gunnar Johnson	Veteran	United States	Galena	64.7322	-156.9352	50	6.68	7.48	14	25.8	13	2017-03-11 06:29:00	2017-03-10 04:41:00
48	Justin High	Rookie	United States	Galena	64.7322	-156.9352	50	6.48	7.71	11	25.55	11	2017-03-11 07:15:00	2017-03-10 05:42:00
21	Richie Diehl	Veteran	United States	Galena	64.7322	-156.9352	50	5.48	9.12	13	4	13	2017-03-10 10:44:00	2017-03-10 06:44:00
42	Zoya DeNure	Veteran	United States	Galena	64.7322	-156.9352	50	5.82	8.6	15	6.02	14	2017-03-10 13:35:00	2017-03-10 07:34:00
67	Trent Herbst	Veteran	United States	Galena	64.7322	-156.9352	50	6.63	7.54	14	24.27	12	2017-03-11 08:07:00	2017-03-10 07:51:00
35	Alan Eischens	Veteran	United States	Galena	64.7322	-156.9352	50	6.08	8.22	16	26.48	16	2017-03-11 10:30:00	2017-03-10 08:01:00
15	Martin Buser	Veteran	United States	Galena	64.7322	-156.9352	50	5.62	8.9	16	0.22	14	2017-03-10 08:52:00	2017-03-10 08:39:00
12	Joe Carson	Rookie	United States	Galena	64.7322	-156.9352	50	6.88	7.26	16	26.87	15	2017-03-11 11:33:00	2017-03-10 08:41:00
17	Kristin Bacon	Veteran	United States	Galena	64.7322	-156.9352	50	7.1	7.04	13	25.95	13	2017-03-11 10:43:00	2017-03-10 08:46:00
71	Larry Daugherty	Veteran	United States	Galena	64.7322	-156.9352	50	5.77	8.67	15	24.07	15	2017-03-11 10:11:00	2017-03-10 10:07:00
4	Misha Wiljes	Rookie	Czech Republic	Galena	64.7322	-156.9352	50	6.87	7.28	14	26.33	13	2017-03-11 12:52:00	2017-03-10 10:32:00
59	Ken Anderson	Veteran	United States	Galena	64.7322	-156.9352	50	5.83	8.57	16	0.15	16	2017-03-10 10:55:00	2017-03-10 10:46:00
72	Dave Delcourt	Rookie	United States	Galena	64.7322	-156.9352	50	5.77	8.67	13	24.03	13	2017-03-11 11:41:00	2017-03-10 11:39:00
55	Matthew Failor	Veteran	United States	Galena	64.7322	-156.9352	50	5.45	9.17	14	25.85	14	2017-03-11 13:54:00	2017-03-10 12:03:00
27	Rick Casillo	Veteran	United States	Galena	64.7322	-156.9352	50	5.55	9.01	15	3.97	14	2017-03-10 16:08:00	2017-03-10 12:10:00
49	Justin Stielstra	Rookie	United States	Galena	64.7322	-156.9352	50	6.08	8.22	14	24.8	13	2017-03-11 13:09:00	2017-03-10 12:21:00
53	Peter Reuter	Rookie	United States	Galena	64.7322	-156.9352	50	5.7	8.77	14	24.72	14	2017-03-11 13:45:00	2017-03-10 13:02:00
61	Michael Baker	Rookie	United States	Galena	64.7322	-156.9352	50	7.28	6.86	14	24.82	13	2017-03-11 14:00:00	2017-03-10 13:11:00
44	Ramey Smyth	Veteran	United States	Galena	64.7322	-156.9352	50	5.62	8.9	16	0.13	16	2017-03-10 13:52:00	2017-03-10 13:44:00
60	Dave Branholm	Veteran	United States	Galena	64.7322	-156.9352	50	5.33	9.38	14	2.5	14	2017-03-10 18:11:00	2017-03-10 15:41:00
43	Jimmy Lebling	Rookie	United States	Galena	64.7322	-156.9352	50	7.03	7.11	15	25	15	2017-03-11 21:45:00	2017-03-10 20:45:00
58	Monica Zappa	Veteran	United States	Galena	64.7322	-156.9352	50	6.03	8.29	12	5.3	11	2017-03-11 02:57:00	2017-03-10 21:39:00
31	Cindy Abbott	Veteran	United States	Galena	64.7322	-156.9352	50	5.92	8.45	15	26.07	13	NA	2017-03-10 22:06:00
47	Paul Hansen	Rookie	United States	Galena	64.7322	-156.9352	50	5.55	9.01	15	9.87	13	2017-03-11 08:02:00	2017-03-10 22:10:00
54	Geir Idar Hjelvik	Veteran	Norway	Galena	64.7322	-156.9352	50	5.72	8.75	15	8	15	2017-03-11 07:58:00	2017-03-10 23:58:00
10	Roger Lee	Rookie	England	Galena	64.7322	-156.9352	50	6.92	7.23	12	26.47	12	2017-03-12 04:10:00	NA
30	Ellen Halverson	Veteran	United States	Galena	64.7322	-156.9352	50	8.68	5.76	15	26.3	13	2017-03-12 09:55:00	2017-03-11 06:37:00
8	Ryan Anderson	Rookie	United States	Galena	64.7322	-156.9352	50	5.78	8.65	10	0	NA	NA	2017-03-11 12:21:00
16	Mitch Seavey	Veteran	United States	Huslia	65.6568	-156.455	82	12.02	6.82	16	25.9	13	2017-03-10 22:12:00	2017-03-09 20:18:00
24	Nicolas Petit	Veteran	United States	Huslia	65.6568	-156.455	82	10.68	7.68	16	25.72	16	2017-03-11 03:50:00	2017-03-10 02:07:00
37	Jessie Royer	Veteran	United States	Huslia	65.6568	-156.455	82	15.23	5.38	16	25.2	16	2017-03-11 05:08:00	2017-03-10 03:56:00
9	Michelle Phillips	Veteran	Canada	Huslia	65.6568	-156.455	82	16.02	5.12	14	26.13	14	2017-03-11 06:52:00	2017-03-10 04:44:00
39	Ralph Johannessen	Veteran	Norway	Huslia	65.6568	-156.455	82	16.1	5.09	14	25.13	14	2017-03-11 07:07:00	2017-03-10 05:59:00
64	Jason Mackey	Veteran	United States	Huslia	65.6568	-156.455	82	12.97	6.32	15	24.3	15	2017-03-11 06:51:00	2017-03-10 06:33:00
65	John Baker	Veteran	United States	Huslia	65.6568	-156.455	82	16.45	4.98	15	24.27	14	2017-03-11 07:28:00	2017-03-10 07:12:00
52	Katherine Keith	Veteran	United States	Huslia	65.6568	-156.455	82	16.47	4.98	13	24.7	13	2017-03-11 10:15:00	2017-03-10 09:33:00
50	Hugh Neff	Veteran	United States	Huslia	65.6568	-156.455	82	14.68	5.58	14	24.77	12	2017-03-11 10:21:00	2017-03-10 09:35:00
63	Noah Burmeister	Veteran	United States	Huslia	65.6568	-156.455	82	15.75	5.21	13	24.33	10	2017-03-11 10:12:00	2017-03-10 09:52:00
32	Hans Gatt	Veteran	Canada	Huslia	65.6568	-156.455	82	16.08	5.1	14	25.37	14	2017-03-11 12:49:00	2017-03-10 11:27:00
26	Nicolas Vanier	Rookie	France	Huslia	65.6568	-156.455	82	12.97	6.32	15	25.57	15	2017-03-11 19:30:00	2017-03-10 17:56:00
29	Wade Marrs	Veteran	United States	Huslia	65.6568	-156.455	82	13.6	6.03	14	0.13	14	2017-03-10 19:05:00	2017-03-10 18:57:00
18	Dallas Seavey	Veteran	United States	Huslia	65.6568	-156.455	82	15.85	5.17	14	0.45	13	2017-03-10 19:39:00	2017-03-10 19:12:00
38	Joar Leifseth Ulsom	Veteran	Norway	Huslia	65.6568	-156.455	82	13.43	6.1	14	0.13	13	2017-03-10 21:12:00	2017-03-10 21:04:00
25	Peter Kaiser	Veteran	United States	Huslia	65.6568	-156.455	82	12.87	6.37	15	4.4	15	2017-03-11 03:49:00	2017-03-10 23:25:00
21	Richie Diehl	Veteran	United States	Huslia	65.6568	-156.455	82	13.02	6.3	13	4.12	13	2017-03-11 03:52:00	2017-03-10 23:45:00
34	Jeff King	Veteran	United States	Huslia	65.6568	-156.455	82	10.83	7.57	14	8.52	13	2017-03-11 08:50:00	NA
15	Martin Buser	Veteran	United States	Huslia	65.6568	-156.455	82	15.67	5.23	14	6.55	14	2017-03-11 07:05:00	NA
59	Ken Anderson	Veteran	United States	Huslia	65.6568	-156.455	82	14.58	5.62	16	4.83	15	2017-03-11 06:20:00	2017-03-11 01:30:00
70	Robert Redington	Rookie	United States	Huslia	65.6568	-156.455	82	12.02	6.82	13	4.78	12	2017-03-11 06:43:00	2017-03-11 01:56:00
33	Mats Pettersson	Veteran	Sweden	Huslia	65.6568	-156.455	82	9.85	8.32	14	6.52	14	2017-03-11 08:42:00	2017-03-11 02:11:00
13	Sebastien Vergnaud	Rookie	France	Huslia	65.6568	-156.455	82	10.47	7.83	11	5.9	11	2017-03-11 08:58:00	2017-03-11 03:04:00
11	Ketil Reitan	Veteran	United States	Huslia	65.6568	-156.455	82	11.1	7.39	13	5.52	13	2017-03-11 08:46:00	2017-03-11 03:15:00
14	Ray Redington Jr.	Veteran	United States	Huslia	65.6568	-156.455	82	14.97	5.48	13	0.25	13	2017-03-11 03:59:00	2017-03-11 03:44:00
41	Aliy Zirkle	Veteran	United States	Huslia	65.6568	-156.455	82	13.13	6.24	14	0.27	13	2017-03-11 04:01:00	2017-03-11 03:45:00
69	Scott Smith	Veteran	United States	Huslia	65.6568	-156.455	82	13.07	6.28	13	3.23	13	2017-03-11 07:34:00	2017-03-11 04:20:00
57	Paul Gebhardt	Veteran	United States	Huslia	65.6568	-156.455	82	13.07	6.28	12	0.3	12	2017-03-11 05:15:00	2017-03-11 04:57:00
2	Ryan Redington	Veteran	United States	Huslia	65.6568	-156.455	82	11.38	7.2	12	4.52	12	2017-03-11 09:29:00	2017-03-11 04:58:00
42	Zoya DeNure	Veteran	United States	Huslia	65.6568	-156.455	82	15.45	5.31	14	25.12	14	2017-03-12 07:09:00	2017-03-11 05:02:00
44	Ramey Smyth	Veteran	United States	Huslia	65.6568	-156.455	82	15.3	5.36	16	10	15	2017-03-11 15:10:00	2017-03-11 05:10:00
6	Linwood Fiedler	Veteran	United States	Huslia	65.6568	-156.455	82	10.27	7.99	11	8.18	9	2017-03-11 14:00:00	2017-03-11 05:49:00
5	Cody Strathe	Veteran	United States	Huslia	65.6568	-156.455	82	13.38	6.13	14	0.3	14	2017-03-11 06:09:00	2017-03-11 05:51:00
27	Rick Casillo	Veteran	United States	Huslia	65.6568	-156.455	82	14.12	5.81	14	0.38	13	2017-03-11 06:38:00	2017-03-11 06:15:00
28	Jodi Bailey	Veteran	United States	Huslia	65.6568	-156.455	82	12.33	6.65	15	10.08	13	2017-03-11 17:05:00	2017-03-11 07:00:00
45	Lars Monsen	Veteran	Norway	Huslia	65.6568	-156.455	82	13.58	6.04	13	0.2	13	2017-03-11 07:32:00	2017-03-11 07:20:00
62	Nathan Schroeder	Veteran	United States	Huslia	65.6568	-156.455	82	12.42	6.6	14	5.32	14	2017-03-11 12:55:00	2017-03-11 07:36:00
60	Dave Branholm	Veteran	United States	Huslia	65.6568	-156.455	82	13.58	6.04	14	7.4	14	2017-03-11 15:10:00	2017-03-11 07:46:00
66	Anna Berington	Veteran	United States	Huslia	65.6568	-156.455	82	13	6.31	12	5.5	11	2017-03-11 17:04:00	2017-03-11 11:34:00
73	Kristy Berington	Veteran	United States	Huslia	65.6568	-156.455	82	13.07	6.28	14	5.48	13	2017-03-11 17:04:00	2017-03-11 11:35:00
56	Melissa Stewart	Veteran	United States	Huslia	65.6568	-156.455	82	14.68	5.58	15	5.32	14	2017-03-11 17:39:00	2017-03-11 12:20:00
36	Allen Moore	Veteran	United States	Huslia	65.6568	-156.455	82	13.32	6.16	16	6.82	15	2017-03-11 20:03:00	2017-03-11 13:14:00
51	Seth Barnes	Veteran	United States	Huslia	65.6568	-156.455	82	15.42	5.32	14	5.27	13	2017-03-11 21:00:00	2017-03-11 15:44:00
20	Karin Hendrickson	Veteran	United States	Huslia	65.6568	-156.455	82	14.58	5.62	12	5.17	11	2017-03-11 21:30:00	2017-03-11 16:20:00
22	DeeDee Jonrowe	Veteran	United States	Huslia	65.6568	-156.455	82	10.97	7.48	15	15.42	14	2017-03-12 09:38:00	2017-03-11 17:13:00
46	Charley Bejna	Veteran	United States	Huslia	65.6568	-156.455	82	14.42	5.69	14	6.45	14	NA	2017-03-11 17:43:00
19	Gunnar Johnson	Veteran	United States	Huslia	65.6568	-156.455	82	11.35	7.22	13	5.78	13	2017-03-11 23:37:00	2017-03-11 17:50:00
48	Justin High	Rookie	United States	Huslia	65.6568	-156.455	82	10.93	7.5	11	15.53	10	2017-03-12 10:43:00	2017-03-11 18:11:00
7	Laura Neese	Rookie	United States	Huslia	65.6568	-156.455	82	14.17	5.79	14	5.35	14	2017-03-11 23:41:00	2017-03-11 18:20:00
58	Monica Zappa	Veteran	United States	Huslia	65.6568	-156.455	82	15.82	5.18	11	8.57	10	2017-03-12 04:20:00	2017-03-11 18:46:00
40	Thomas Rosenbloom	Rookie	United States	Huslia	65.6568	-156.455	82	15.65	5.24	14	12.33	12	2017-03-12 09:16:00	2017-03-11 19:56:00
54	Geir Idar Hjelvik	Veteran	Norway	Huslia	65.6568	-156.455	82	15.62	5.25	15	6.45	14	2017-03-12 07:02:00	2017-03-11 23:35:00
35	Alan Eischens	Veteran	United States	Huslia	65.6568	-156.455	82	13.33	6.15	16	8.57	16	2017-03-12 09:24:00	2017-03-11 23:50:00
67	Trent Herbst	Veteran	United States	Huslia	65.6568	-156.455	82	15.98	5.13	12	6.98	12	2017-03-12 08:05:00	NA
71	Larry Daugherty	Veteran	United States	Huslia	65.6568	-156.455	82	14	5.86	15	7.42	15	2017-03-12 08:36:00	NA
17	Kristin Bacon	Veteran	United States	Huslia	65.6568	-156.455	82	14.03	5.84	13	8.2	13	2017-03-12 09:57:00	NA
12	Joe Carson	Rookie	United States	Huslia	65.6568	-156.455	82	13.85	5.92	15	10.13	15	2017-03-12 12:32:00	2017-03-12 01:24:00
47	Paul Hansen	Rookie	United States	Huslia	65.6568	-156.455	82	17.8	4.61	13	9.83	12	2017-03-12 12:40:00	2017-03-12 01:50:00
72	Dave Delcourt	Rookie	United States	Huslia	65.6568	-156.455	82	14.35	5.71	13	7.47	12	2017-03-12 10:30:00	2017-03-12 03:02:00
49	Justin Stielstra	Rookie	United States	Huslia	65.6568	-156.455	82	13.13	6.24	13	6.28	13	2017-03-12 09:34:00	2017-03-12 03:17:00
55	Matthew Failor	Veteran	United States	Huslia	65.6568	-156.455	82	15.7	5.22	14	8.9	13	2017-03-12 15:30:00	2017-03-12 06:36:00
4	Misha Wiljes	Rookie	Czech Republic	Huslia	65.6568	-156.455	82	16.8	4.88	13	6.95	13	2017-03-12 13:37:00	2017-03-12 06:40:00
61	Michael Baker	Rookie	United States	Huslia	65.6568	-156.455	82	15.68	5.23	13	8.92	13	2017-03-12 15:36:00	2017-03-12 06:41:00
53	Peter Reuter	Rookie	United States	Huslia	65.6568	-156.455	82	18.03	4.55	14	9.28	11	2017-03-12 18:04:00	2017-03-12 08:47:00
43	Jimmy Lebling	Rookie	United States	Huslia	65.6568	-156.455	82	13.98	5.86	15	7.62	15	2017-03-12 20:21:00	2017-03-12 12:44:00
31	Cindy Abbott	Veteran	United States	Huslia	65.6568	-156.455	82	16.5	4.97	13	10.17	13	2017-03-13 03:50:00	2017-03-12 17:40:00
10	Roger Lee	Rookie	England	Huslia	65.6568	-156.455	82	15.9	5.16	12	5.65	12	2017-03-13 01:43:00	2017-03-12 20:04:00
30	Ellen Halverson	Veteran	United States	Huslia	65.6568	-156.455	82	17.93	4.57	13	8.75	11	2017-03-13 12:36:00	2017-03-13 03:51:00
29	Wade Marrs	Veteran	United States	Koyukuk	64.8431	-157.8039	86	15	5.73	14	8	13	2017-03-11 18:05:00	2017-03-11 10:05:00
16	Mitch Seavey	Veteran	United States	Koyukuk	64.8431	-157.8039	86	12.12	7.1	13	3.43	13	2017-03-11 13:45:00	2017-03-11 10:19:00
18	Dallas Seavey	Veteran	United States	Koyukuk	64.8431	-157.8039	86	14.85	5.79	13	8	13	2017-03-11 18:30:00	2017-03-11 10:30:00
38	Joar Leifseth Ulsom	Veteran	Norway	Koyukuk	64.8431	-157.8039	86	15.23	5.65	13	8	12	2017-03-11 20:26:00	2017-03-11 12:26:00
24	Nicolas Petit	Veteran	United States	Koyukuk	64.8431	-157.8039	86	11.35	7.58	16	4.83	15	2017-03-11 20:01:00	2017-03-11 15:11:00
37	Jessie Royer	Veteran	United States	Koyukuk	64.8431	-157.8039	86	12	7.17	16	6.13	16	2017-03-11 23:16:00	2017-03-11 17:08:00
21	Richie Diehl	Veteran	United States	Koyukuk	64.8431	-157.8039	86	15.37	5.6	13	8.03	12	2017-03-12 04:16:00	2017-03-11 19:14:00
25	Peter Kaiser	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16.05	5.36	15	8.07	14	2017-03-12 04:56:00	2017-03-11 19:52:00
41	Aliy Zirkle	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16	5.38	13	5.03	13	2017-03-12 01:03:00	2017-03-11 20:01:00
14	Ray Redington Jr.	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.5	4.91	13	0.03	13	2017-03-11 21:31:00	2017-03-11 21:29:00
9	Michelle Phillips	Veteran	Canada	Koyukuk	64.8431	-157.8039	86	15.5	5.55	14	4.03	14	2017-03-12 03:24:00	2017-03-11 22:22:00
64	Jason Mackey	Veteran	United States	Koyukuk	64.8431	-157.8039	86	15.6	5.51	15	0.32	12	2017-03-11 22:46:00	2017-03-11 22:27:00
39	Ralph Johannessen	Veteran	Norway	Koyukuk	64.8431	-157.8039	86	16.3	5.28	14	0.18	13	2017-03-11 23:36:00	2017-03-11 23:25:00
57	Paul Gebhardt	Veteran	United States	Koyukuk	64.8431	-157.8039	86	18.57	4.63	12	4.22	11	2017-03-12 05:02:00	2017-03-11 23:49:00
13	Sebastien Vergnaud	Rookie	France	Koyukuk	64.8431	-157.8039	86	15.23	5.65	11	4.55	11	2017-03-12 05:45:00	NA
27	Rick Casillo	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.67	4.87	13	8	13	2017-03-12 09:18:00	NA
34	Jeff King	Veteran	United States	Koyukuk	64.8431	-157.8039	86	15.63	5.5	13	8.37	13	2017-03-12 09:50:00	NA
65	John Baker	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.18	5	14	0.13	14	NA	NA
33	Mats Pettersson	Veteran	Sweden	Koyukuk	64.8431	-157.8039	86	16.07	5.35	14	0.1	14	NA	NA
59	Ken Anderson	Veteran	United States	Koyukuk	64.8431	-157.8039	86	19.02	4.52	15	5.4	14	2017-03-12 07:45:00	2017-03-12 01:21:00
45	Lars Monsen	Veteran	Norway	Koyukuk	64.8431	-157.8039	86	17.88	4.81	13	5.58	12	2017-03-12 08:00:00	2017-03-12 01:25:00
2	Ryan Redington	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16.1	5.34	12	5.68	12	2017-03-12 08:16:00	2017-03-12 01:35:00
69	Scott Smith	Veteran	United States	Koyukuk	64.8431	-157.8039	86	18.23	4.72	13	5.48	11	2017-03-12 08:17:00	2017-03-12 01:48:00
50	Hugh Neff	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16.13	5.33	12	4.17	11	2017-03-12 07:39:00	2017-03-12 03:29:00
70	Robert Redington	Rookie	United States	Koyukuk	64.8431	-157.8039	86	19.78	4.35	12	4.3	11	2017-03-12 07:48:00	2017-03-12 03:30:00
11	Ketil Reitan	Veteran	United States	Koyukuk	64.8431	-157.8039	86	18.23	4.72	13	6.1	12	2017-03-12 10:06:00	2017-03-12 04:00:00
63	Noah Burmeister	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16.85	5.1	10	3.45	10	2017-03-12 07:30:00	2017-03-12 04:03:00
32	Hans Gatt	Veteran	Canada	Koyukuk	64.8431	-157.8039	86	15.18	5.66	14	6.25	14	2017-03-12 11:15:00	2017-03-12 05:00:00
52	Katherine Keith	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.88	4.81	13	0.08	12	2017-03-12 05:13:00	2017-03-12 05:08:00
44	Ramey Smyth	Veteran	United States	Koyukuk	64.8431	-157.8039	86	13.17	6.53	15	3.47	14	2017-03-12 08:48:00	2017-03-12 05:20:00
62	Nathan Schroeder	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16	5.38	14	7.25	11	2017-03-12 13:10:00	2017-03-12 05:55:00
5	Cody Strathe	Veteran	United States	Koyukuk	64.8431	-157.8039	86	23.4	3.68	14	0.13	13	2017-03-12 06:41:00	2017-03-12 06:33:00
60	Dave Branholm	Veteran	United States	Koyukuk	64.8431	-157.8039	86	14.83	5.8	14	6.98	13	2017-03-12 13:59:00	2017-03-12 07:00:00
6	Linwood Fiedler	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16.2	5.31	9	0.1	9	2017-03-12 07:18:00	2017-03-12 07:12:00
28	Jodi Bailey	Veteran	United States	Koyukuk	64.8431	-157.8039	86	15.05	5.71	13	7.32	12	2017-03-12 16:27:00	2017-03-12 09:08:00
15	Martin Buser	Veteran	United States	Koyukuk	64.8431	-157.8039	86	26.12	3.29	14	4.38	12	2017-03-12 14:35:00	2017-03-12 10:12:00
66	Anna Berington	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.1	5.03	11	8	10	2017-03-12 19:10:00	2017-03-12 11:10:00
73	Kristy Berington	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.12	5.02	13	8	13	2017-03-12 19:11:00	2017-03-12 11:11:00
56	Melissa Stewart	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16.77	5.13	14	0.07	13	2017-03-12 11:29:00	2017-03-12 11:25:00
26	Nicolas Vanier	Rookie	France	Koyukuk	64.8431	-157.8039	86	15.67	5.49	15	4.03	15	2017-03-12 16:12:00	2017-03-12 12:10:00
51	Seth Barnes	Veteran	United States	Koyukuk	64.8431	-157.8039	86	15.97	5.39	13	5.05	12	2017-03-12 19:01:00	2017-03-12 13:58:00
19	Gunnar Johnson	Veteran	United States	Koyukuk	64.8431	-157.8039	86	13.92	6.18	13	8	12	2017-03-12 22:32:00	2017-03-12 14:32:00
36	Allen Moore	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.7	4.86	15	6	15	2017-03-12 20:45:00	2017-03-12 14:45:00
20	Karin Hendrickson	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.27	4.98	11	5.43	11	2017-03-12 21:12:00	2017-03-12 15:46:00
7	Laura Neese	Rookie	United States	Koyukuk	64.8431	-157.8039	86	16.32	5.27	14	0.1	12	2017-03-12 17:06:00	2017-03-12 17:00:00
46	Charley Bejna	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16.37	5.25	14	0.22	14	2017-03-12 17:45:00	2017-03-12 17:32:00
58	Monica Zappa	Veteran	United States	Koyukuk	64.8431	-157.8039	86	17.53	4.9	10	0.22	10	2017-03-12 22:05:00	2017-03-12 21:52:00
54	Geir Idar Hjelvik	Veteran	Norway	Koyukuk	64.8431	-157.8039	86	16.98	5.06	14	9.18	14	2017-03-13 09:12:00	NA
71	Larry Daugherty	Veteran	United States	Koyukuk	64.8431	-157.8039	86	15.57	5.52	15	10.22	14	2017-03-13 10:23:00	NA
22	DeeDee Jonrowe	Veteran	United States	Koyukuk	64.8431	-157.8039	86	14.93	5.76	14	0.08	13	NA	NA
49	Justin Stielstra	Rookie	United States	Koyukuk	64.8431	-157.8039	86	15.25	5.64	13	7.27	13	2017-03-13 08:05:00	NA
72	Dave Delcourt	Rookie	United States	Koyukuk	64.8431	-157.8039	86	14.53	5.92	12	6.75	12	2017-03-13 07:47:00	2017-03-13 01:02:00
35	Alan Eischens	Veteran	United States	Koyukuk	64.8431	-157.8039	86	16.35	5.26	16	0.08	16	2017-03-13 01:50:00	2017-03-13 01:45:00
42	Zoya DeNure	Veteran	United States	Koyukuk	64.8431	-157.8039	86	18.62	4.62	14	9.73	13	2017-03-13 11:30:00	2017-03-13 01:46:00
48	Justin High	Rookie	United States	Koyukuk	64.8431	-157.8039	86	15.27	5.63	10	9.1	10	2017-03-13 11:05:00	2017-03-13 01:59:00
